Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,88.160,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4409,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,89.080,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4454,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,89.940,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4497,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,90.560,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4528,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,94.600,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4730,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,101.560,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,5078,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,103.140,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,5157,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,124.780,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,6239,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-left,,POINT,127.960,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,6398,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,129.380,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,6469,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,130.520,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,6526,NA,
